Ticker,ORCL,ORCL,ORCL,ORCL,ORCL,ORCL,ACN,ACN,ACN,ACN,ACN,ACN,CSCO,CSCO,CSCO,CSCO,CSCO,CSCO,AMD,AMD,AMD,AMD,AMD,AMD,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,CRM,CRM,CRM,CRM,CRM,CRM,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,AVGO,AVGO,AVGO,AVGO,AVGO,AVGO,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-23 09:30:00-04:00,76.25,76.9999008178711,76.25,76.86000061035156,76.86000061035156,691001,308.0799865722656,311.2699890136719,308.0799865722656,310.010009765625,310.010009765625,160807,47.59000015258789,48.040000915527344,47.470001220703125,47.86000061035156,47.86000061035156,2541797,92.81700134277344,94.44000244140625,92.11000061035156,93.7208023071289,93.7208023071289,17345402,167.58999633789062,168.7100067138672,167.13999938964844,168.00830078125,168.00830078125,14072790,175.8800048828125,178.1092987060547,175.3300018310547,177.07000732421875,177.07000732421875,1130050,410.3699951171875,415.70001220703125,409.20001220703125,412.5199890136719,412.5199890136719,260199,276.44000244140625,278.8599853515625,276.3789978027344,277.3900146484375,277.3900146484375,3992591,53.3849983215332,53.762001037597656,53.108001708984375,53.483001708984375,53.483001708984375,174088,16.98849868774414,17.46500015258789,16.969999313354492,17.31450080871582,17.31450080871582,12574349
2022-08-23 10:30:00-04:00,76.87000274658203,77.01000213623047,76.44000244140625,76.45999908447266,76.45999908447266,510541,310.0,310.5400085449219,307.69000244140625,308.4700012207031,308.4700012207031,155526,47.869998931884766,47.95500183105469,47.650001525878906,47.68000030517578,47.68000030517578,1517418,93.72000122070312,94.06999969482422,92.80000305175781,93.40570068359375,93.40570068359375,9340625,168.01910400390625,168.38999938964844,166.64999389648438,167.17999267578125,167.17999267578125,8140771,177.13999938964844,177.1699981689453,175.4698944091797,175.47999572753906,175.47999572753906,643177,412.82000732421875,413.59521484375,410.010009765625,411.04998779296875,411.04998779296875,173644,277.4100036621094,277.8500061035156,275.8999938964844,276.2799987792969,276.2799987792969,2258168,53.49699783325195,53.56450271606445,53.19099807739258,53.34099578857422,53.34099578857422,111737,17.31599998474121,17.360980987548828,17.147998809814453,17.27199935913086,17.27199935913086,6178183
2022-08-23 11:30:00-04:00,76.45999908447266,76.6449966430664,76.44499969482422,76.44999694824219,76.44999694824219,302774,308.4700012207031,309.0199890136719,306.79998779296875,306.79998779296875,306.79998779296875,122376,47.68000030517578,47.76499938964844,47.4900016784668,47.5088005065918,47.5088005065918,1548071,93.39089965820312,93.68990325927734,93.0,93.11009979248047,93.11009979248047,5947798,167.17999267578125,167.88999938964844,167.1750030517578,167.2834014892578,167.2834014892578,5225353,175.50999450683594,175.97000122070312,174.90499877929688,175.08999633789062,175.08999633789062,522669,410.8599853515625,411.8900146484375,409.89520263671875,410.07000732421875,410.07000732421875,108721,276.28009033203125,276.8999938964844,275.3999938964844,275.5350036621094,275.5350036621094,1772528,53.353004455566406,53.43199920654297,53.125,53.150001525878906,53.150001525878906,75683,17.27199935913086,17.32699966430664,17.15903091430664,17.173999786376953,17.173999786376953,3447984
2022-08-23 12:30:00-04:00,76.44999694824219,76.81999969482422,76.44999694824219,76.66999816894531,76.66999816894531,1132202,306.9800109863281,308.4849853515625,306.8999938964844,308.4700012207031,308.4700012207031,88758,47.5,47.69499969482422,47.5,47.6349983215332,47.6349983215332,1279042,93.08000183105469,93.6500015258789,92.94100189208984,93.30000305175781,93.30000305175781,4951133,167.2899932861328,168.1750030517578,167.27999877929688,168.0800018310547,168.0800018310547,5134893,175.0850067138672,176.25999450683594,175.0800018310547,176.1999969482422,176.1999969482422,348122,410.07000732421875,412.17999267578125,409.8599853515625,412.010009765625,412.010009765625,99475,275.5199890136719,277.3299865722656,275.5,277.1600036621094,277.1600036621094,2039845,53.1609992980957,53.3849983215332,53.1609992980957,53.334999084472656,53.334999084472656,49247,17.16900062561035,17.28999900817871,17.167999267578125,17.263811111450195,17.263811111450195,3259346
2022-08-23 13:30:00-04:00,76.67500305175781,76.7699966430664,76.44999694824219,76.625,76.625,306670,308.5899963378906,308.5899963378906,307.3900146484375,307.9100036621094,307.9100036621094,102520,47.6349983215332,47.650001525878906,47.45000076293945,47.55500030517578,47.55500030517578,1150820,93.30989837646484,93.63999938964844,92.9000015258789,93.5000991821289,93.5000991821289,4261476,168.08999633789062,168.16380310058594,167.30999755859375,167.8699951171875,167.8699951171875,4419353,176.19500732421875,176.5,175.57000732421875,176.25999450683594,176.25999450683594,349728,412.010009765625,413.5072021484375,410.4599914550781,413.42498779296875,413.42498779296875,118389,277.20001220703125,277.5150146484375,276.4100036621094,277.260009765625,277.260009765625,1475141,53.35100173950195,53.35100173950195,53.111000061035156,53.30399703979492,53.30399703979492,50857,17.26099967956543,17.308000564575195,17.167999267578125,17.279781341552734,17.279781341552734,3072174
2022-08-23 14:30:00-04:00,76.62999725341797,76.70999908447266,76.52999877929688,76.5999984741211,76.5999984741211,369829,307.989990234375,308.375,307.3399963378906,307.8500061035156,307.8500061035156,144888,47.55910110473633,47.63999938964844,47.4900016784668,47.56990051269531,47.56990051269531,1562555,93.5,93.5199966430664,93.04000091552734,93.14009857177734,93.14009857177734,4900234,167.8699951171875,168.02999877929688,167.5399932861328,167.72000122070312,167.72000122070312,4646485,176.2550048828125,176.35000610351562,175.27000427246094,175.3300018310547,175.3300018310547,611432,413.4949951171875,413.510009765625,411.25201416015625,411.489990234375,411.489990234375,127768,277.2699890136719,277.489990234375,276.5299987792969,276.92999267578125,276.92999267578125,1424234,53.2859992980957,53.30499267578125,53.115997314453125,53.1400032043457,53.1400032043457,86798,17.278789520263672,17.298999786376953,17.211999893188477,17.238658905029297,17.238658905029297,3918918
2022-08-23 15:30:00-04:00,76.5999984741211,76.6449966430664,76.4000015258789,76.41999816894531,76.41999816894531,610221,307.7900085449219,308.04998779296875,306.5,306.57000732421875,306.57000732421875,178325,47.56999969482422,47.595001220703125,47.38999938964844,47.40999984741211,47.40999984741211,2179327,93.14669799804688,93.16999816894531,92.41999816894531,92.4800033569336,92.4800033569336,4645988,167.73309326171875,167.8000030517578,166.83999633789062,167.2100067138672,167.2100067138672,6430582,175.3350067138672,176.0500030517578,175.2899932861328,175.89999389648438,175.89999389648438,762466,411.5299987792969,412.2650146484375,410.19000244140625,410.55999755859375,410.55999755859375,213114,276.9700012207031,277.0299987792969,276.0199890136719,276.42999267578125,276.42999267578125,1912406,53.14600372314453,53.167999267578125,52.89099884033203,52.97999954223633,52.97999954223633,156794,17.23900032043457,17.253000259399414,17.152000427246094,17.1820011138916,17.1820011138916,2948675
2022-08-24 09:30:00-04:00,76.47000122070312,76.48999786376953,76.05000305175781,76.36000061035156,76.36000061035156,635651,306.67999267578125,307.05999755859375,303.9150085449219,305.5799865722656,305.5799865722656,353444,47.09000015258789,47.34000015258789,46.869998931884766,47.150001525878906,47.150001525878906,2927154,92.20999908447266,92.5999984741211,90.9000015258789,92.04000091552734,92.04000091552734,15624829,167.32000732421875,167.58999633789062,166.36000061035156,167.1699981689453,167.1699981689453,14630264,176.6699981689453,178.75,176.05999755859375,178.3300018310547,178.3300018310547,1573260,410.67999267578125,413.239990234375,406.6050109863281,409.0299987792969,409.0299987792969,355183,275.4100036621094,276.5,275.2699890136719,275.9700012207031,275.9700012207031,4154590,52.95600128173828,52.95600128173828,52.34401321411133,52.69600296020508,52.69600296020508,173239,17.011999130249023,17.159000396728516,16.895000457763672,17.118000030517578,17.118000030517578,12176502
